time,ground_force_vx,ground_force_vy,ground_force_vz,ground_force_px,ground_force_py,ground_force_pz,l_ground_force_vx,l_ground_force_vy,l_ground_force_vz,l_ground_force_px,l_ground_force_py,l_ground_force_pz,ground_torque_x,ground_torque_y,ground_torque_z,l_ground_torque_x,l_ground_torque_y,l_ground_torque_z
2.365,0.0,0.0,0.0,0.0,0.0,0.0,-597.71875,1106.084473,641.254333,0.267342,0.017559,-0.232575,0.0,0.0,0.0,0.0,-5.826785,0.0
2.37,0.0,0.0,0.0,0.0,0.0,0.0,-590.568604,1123.827393,655.655029,0.269338,0.017668,-0.232299,0.0,0.0,0.0,0.0,-4.655334,0.0
2.375,0.0,0.0,0.0,0.0,0.0,0.0,-583.931885,1136.312866,673.028687,0.271604,0.017643,-0.232743,0.0,0.0,0.0,0.0,-5.148693,0.0
2.38,0.0,0.0,0.0,0.0,0.0,0.0,-555.047668,1136.489746,680.726746,0.273783,0.017557,-0.232592,0.0,0.0,0.0,0.0,-5.268673,0.0
2.385,0.0,0.0,0.0,0.0,0.0,0.0,-531.727722,1124.615479,686.635559,0.276954,0.017363,-0.232422,0.0,0.0,0.0,0.0,-4.868193,0.0
2.39,0.0,0.0,0.0,0.0,0.0,0.0,-517.340332,1109.428101,693.342468,0.281576,0.017142,-0.231808,0.0,0.0,0.0,0.0,-3.336046,0.0
2.395,0.0,0.0,0.0,0.0,0.0,0.0,-507.552002,1095.242554,691.783813,0.285871,0.016724,-0.2309,0.0,0.0,0.0,0.0,-2.257394,0.0
2.4,0.0,0.0,0.0,0.0,0.0,0.0,-506.887299,1084.626221,689.032532,0.289984,0.016438,-0.230261,0.0,0.0,0.0,0.0,-2.408083,0.0
2.405,0.0,0.0,0.0,0.0,0.0,0.0,-506.831451,1088.923218,695.368286,0.293169,0.016117,-0.229409,0.0,0.0,0.0,0.0,-2.70646,0.0
2.41,0.0,0.0,0.0,0.0,0.0,0.0,-505.474976,1096.064575,693.79895,0.295167,0.01589,-0.229513,0.0,0.0,0.0,0.0,-3.010234,0.0
2.415,0.0,0.0,0.0,0.0,0.0,0.0,-495.919556,1102.87915,711.586121,0.296973,0.015536,-0.229415,0.0,0.0,0.0,0.0,-2.717997,0.0
2.42,0.0,0.0,0.0,0.0,0.0,0.0,-479.763855,1107.565063,719.662476,0.298597,0.015027,-0.229524,0.0,0.0,0.0,0.0,-2.484251,0.0
2.425,0.0,0.0,0.0,0.0,0.0,0.0,-470.497559,1110.439453,730.689148,0.300975,0.014681,-0.22949,0.0,0.0,0.0,0.0,-3.030504,0.0
2.43,0.0,0.0,0.0,0.0,0.0,0.0,-463.016083,1112.937866,742.311768,0.303577,0.014325,-0.229739,0.0,0.0,0.0,0.0,-3.014475,0.0
2.435,0.0,0.0,0.0,0.0,0.0,0.0,-459.094849,1109.750366,740.312988,0.30664,0.013899,-0.229363,0.0,0.0,0.0,0.0,-2.658729,0.0
2.44,0.0,0.0,0.0,0.0,0.0,0.0,-452.342438,1096.626709,741.437805,0.310729,0.013661,-0.229941,0.0,0.0,0.0,0.0,-1.721953,0.0
2.445,0.0,0.0,0.0,0.0,0.0,0.0,-442.023041,1077.069458,737.09613,0.314285,0.012908,-0.230454,0.0,0.0,0.0,0.0,-1.437199,0.0
2.45,0.0,0.0,0.0,0.0,0.0,0.0,-438.856995,1058.877686,730.845154,0.31781,0.012207,-0.230827,0.0,0.0,0.0,0.0,-1.404107,0.0
2.455,0.0,0.0,0.0,0.0,0.0,0.0,-426.870819,1029.4552,718.887451,0.321985,0.011728,-0.231643,0.0,0.0,0.0,0.0,-0.777207,0.0
2.46,0.0,0.0,0.0,0.0,0.0,0.0,-421.620422,998.114014,710.721741,0.325932,0.011197,-0.233361,0.0,0.0,0.0,0.0,-0.668686,0.0
2.465,0.0,0.0,0.0,0.0,0.0,0.0,-416.660034,968.420166,694.067871,0.329201,0.010773,-0.234794,0.0,0.0,0.0,0.0,-0.702699,0.0
2.47,0.0,0.0,0.0,0.0,0.0,0.0,-412.883575,938.203491,677.649536,0.333099,0.010265,-0.235828,0.0,0.0,0.0,0.0,-0.378239,0.0
2.475,0.0,0.0,0.0,0.0,0.0,0.0,-401.951782,906.68396,664.151611,0.33531,0.009896,-0.237032,0.0,0.0,0.0,0.0,-0.174665,0.0
2.48,0.0,0.0,0.0,0.0,0.0,0.0,-387.837921,876.240784,645.415283,0.337148,0.009694,-0.237736,0.0,0.0,0.0,0.0,-0.421989,0.0
2.485,0.0,0.0,0.0,0.0,0.0,0.0,-368.877136,838.946533,626.285034,0.338614,0.009462,-0.238674,0.0,0.0,0.0,0.0,-0.400673,0.0
2.49,0.0,0.0,0.0,0.0,0.0,0.0,-342.910889,794.962952,602.683105,0.34029,0.009268,-0.238905,0.0,0.0,0.0,0.0,0.003395,0.0
2.495,0.0,0.0,0.0,0.0,0.0,0.0,-322.149902,747.409912,571.162109,0.341835,0.008938,-0.238241,0.0,0.0,0.0,0.0,0.235675,0.0
2.5,0.0,0.0,0.0,0.0,0.0,0.0,-289.32782,690.711304,530.349121,0.34343,0.008839,-0.237692,0.0,0.0,0.0,0.0,0.267114,0.0
2.505,0.0,0.0,0.0,0.0,0.0,0.0,-255.603287,625.994507,489.473969,0.345073,0.00842,-0.236974,0.0,0.0,0.0,0.0,0.766751,0.0
2.51,0.0,0.0,0.0,0.0,0.0,0.0,-215.514221,559.816467,439.536407,0.346054,0.008295,-0.235241,0.0,0.0,0.0,0.0,1.012431,0.0
2.515,0.0,0.0,0.0,0.0,0.0,0.0,-170.787262,484.516296,383.051331,0.346511,0.008163,-0.233611,0.0,0.0,0.0,0.0,0.891425,0.0
2.52,0.0,0.0,0.0,0.0,0.0,0.0,-125.020119,410.603027,328.842773,0.347148,0.008357,-0.23265,0.0,0.0,0.0,0.0,0.99501,0.0
2.525,0.0,0.0,0.0,0.0,0.0,0.0,-80.223358,335.981995,268.718018,0.348153,0.008748,-0.230486,0.0,0.0,0.0,0.0,0.9681,0.0
2.53,0.0,0.0,0.0,0.0,0.0,0.0,-41.381702,268.830261,212.39978,0.348113,0.009496,-0.228955,0.0,0.0,0.0,0.0,0.809608,0.0
2.535,0.0,0.0,0.0,0.0,0.0,0.0,-3.275355,207.913239,156.526321,0.348109,0.010805,-0.226784,0.0,0.0,0.0,0.0,0.707067,0.0
2.54,0.0,0.0,0.0,0.0,0.0,0.0,25.714386,154.022812,104.257225,0.345763,0.012832,-0.226733,0.0,0.0,0.0,0.0,0.258824,0.0
2.545,0.0,0.0,0.0,0.0,0.0,0.0,45.923466,110.282387,54.709309,0.340599,0.015502,-0.224243,0.0,0.0,0.0,0.0,0.018613,0.0
2.55,0.0,0.0,0.0,0.0,0.0,0.0,52.366215,79.915436,11.752399,0.336154,0.018633,-0.217183,0.0,0.0,0.0,0.0,-0.140652,0.0
2.555,0.0,0.0,0.0,0.0,0.0,0.0,43.123394,60.716888,-13.975066,0.328258,0.02282,-0.205275,0.0,0.0,0.0,0.0,-0.450254,0.0
2.56,0.0,0.0,0.0,0.0,0.0,0.0,35.880066,47.641319,-24.700216,0.322761,0.026906,-0.198928,0.0,0.0,0.0,0.0,-0.18941,0.0
2.565,0.0,0.0,0.0,0.0,0.0,0.0,25.817425,43.693703,-23.64414,0.321449,0.030383,-0.192286,0.0,0.0,0.0,0.0,-0.150189,0.0
2.57,0.0,0.0,0.0,0.0,0.0,0.0,19.279943,37.636265,-26.948706,0.320032,0.033836,-0.179418,0.0,0.0,0.0,0.0,-0.538925,0.0
2.575,0.0,0.0,0.0,0.0,0.0,0.0,12.290144,28.05806,-19.370766,0.31609,0.036226,-0.153833,0.0,0.0,0.0,0.0,-0.41407,0.0
2.58,0.0,0.0,0.0,0.0,0.0,0.0,9.710617,20.920023,-14.662849,0.302314,0.038423,-0.142142,0.0,0.0,0.0,0.0,-0.085817,0.0
2.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
